State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield
Kerala,KANNUR,2002,Whole Year,Pineapple,349,2002,5.736389685
Kerala,KANNUR,2002,Whole Year,Rubber,34085,40658,1.192841426
Kerala,KANNUR,2002,Whole Year,Snak Guard,6,0,0
Kerala,KANNUR,2002,Whole Year,Sugarcane,5,810,162
Kerala,KANNUR,2002,Whole Year,Sweet potato,33,375,11.36363636
Kerala,KANNUR,2002,Whole Year,Tapioca,3247,86223,26.55466585
Kerala,KANNUR,2002,Whole Year,Turmeric,136,384,2.823529412
Kerala,KANNUR,2002,Winter,Rice,4636,8455,1.823770492
Kerala,KANNUR,2003,Autumn,Rice,5287,10147,1.919235862
Kerala,KANNUR,2003,Kharif,Jowar,1,1,1
Kerala,KANNUR,2003,Summer,Rice,191,202,1.057591623
Kerala,KANNUR,2003,Whole Year,Arecanut,13489,14692,1.089183779
Kerala,KANNUR,2003,Whole Year,Banana,2310,20157,8.725974026
Kerala,KANNUR,2003,Whole Year,Bhindi,19,0,0
Kerala,KANNUR,2003,Whole Year,Bitter Gourd,77,0,0
Kerala,KANNUR,2003,Whole Year,Black pepper,22089,4078,0.184616778
Kerala,KANNUR,2003,Whole Year,Brinjal,13,0,0
Kerala,KANNUR,2003,Whole Year,Cardamom,128,,
Kerala,KANNUR,2003,Whole Year,Cashewnut,27817,25482,0.916058525
Kerala,KANNUR,2003,Whole Year,Coconut,95278,597000000,6265.874599
Kerala,KANNUR,2003,Whole Year,Drum Stick,1948,1403,0.720225873
Kerala,KANNUR,2003,Whole Year,Dry ginger,166,518,3.120481928
Kerala,KANNUR,2003,Whole Year,Jack Fruit,13584,50,0.003680801
Kerala,KANNUR,2003,Whole Year,Mango,11354,60681,5.344460102
Kerala,KANNUR,2003,Whole Year,Other Fresh Fruits,795,0,0
Kerala,KANNUR,2003,Whole Year,Other Vegetables,1774,0,0
Kerala,KANNUR,2003,Whole Year,Papaya,1774,9509,5.360202931
Kerala,KANNUR,2003,Whole Year,Pineapple,244,1427,5.848360656
Kerala,KANNUR,2003,Whole Year,Snak Guard,18,0,0
Kerala,KANNUR,2003,Whole Year,Sugarcane,3,490,163.3333333
Kerala,KANNUR,2003,Whole Year,Sweet potato,21,239,11.38095238
Kerala,KANNUR,2003,Whole Year,Tapioca,2659,76064,28.60624295
Kerala,KANNUR,2003,Whole Year,Turmeric,112,291,2.598214286
Kerala,KANNUR,2003,Winter,Rice,3983,6169,1.548832538
Kerala,KANNUR,2004,Autumn,Rice,4877,9257,1.89809309
Kerala,KANNUR,2004,Kharif,Sesamum,1,,
Kerala,KANNUR,2004,Summer,Rice,118,149,1.262711864
Kerala,KANNUR,2004,Whole Year,Arecanut,13776,14743,1.070194541
Kerala,KANNUR,2004,Whole Year,Banana,2493,22089,8.860409146
Kerala,KANNUR,2004,Whole Year,Black pepper,22727,4716,0.20750649
Kerala,KANNUR,2004,Whole Year,Cardamom,128,,
Kerala,KANNUR,2004,Whole Year,Cashewnut,25681,25230,0.982438379
Kerala,KANNUR,2004,Whole Year,Coconut,94518,642000000,6792.357011
Kerala,KANNUR,2004,Whole Year,Dry ginger,149,529,3.55033557
Kerala,KANNUR,2004,Whole Year,Sugarcane,4,650,162.5
Kerala,KANNUR,2004,Whole Year,Sweet potato,27,307,11.37037037
Kerala,KANNUR,2004,Whole Year,Tapioca,2607,66969,25.6881473
Kerala,KANNUR,2004,Whole Year,Turmeric,146,389,2.664383562
Kerala,KANNUR,2004,Winter,Rice,4107,7692,1.872899927
Kerala,KANNUR,2005,Autumn,Rice,5302,9980,1.882308563
Kerala,KANNUR,2005,Kharif,Jowar,1,,
Kerala,KANNUR,2005,Kharif,Sesamum,4,0.6,0.15
Kerala,KANNUR,2005,Summer,Rice,82,89,1.085365854
Kerala,KANNUR,2005,Whole Year,Arecanut,14104,16486,1.168888259
Kerala,KANNUR,2005,Whole Year,Banana,2554,27532,10.77995301
Kerala,KANNUR,2005,Whole Year,Black pepper,22659,5473,0.241537579
Kerala,KANNUR,2005,Whole Year,Cardamom,128,,
Kerala,KANNUR,2005,Whole Year,Cashewnut,25066,29252,1.166999122
Kerala,KANNUR,2005,Whole Year,Coconut,93934,692000000,7366.874614
Kerala,KANNUR,2005,Whole Year,Dry ginger,76,279,3.671052632
Kerala,KANNUR,2005,Whole Year,Sugarcane,8,780,97.5
Kerala,KANNUR,2005,Whole Year,Sweet potato,38,432,11.36842105
Kerala,KANNUR,2005,Whole Year,Tapioca,2442,63880,26.15888616
Kerala,KANNUR,2005,Whole Year,Turmeric,104,304,2.923076923
Kerala,KANNUR,2005,Winter,Rice,3839,7314,1.905183642
Kerala,KANNUR,2006,Autumn,Rice,4602,8733,1.897653194
Kerala,KANNUR,2006,Summer,Rice,98,120,1.224489796
Kerala,KANNUR,2006,Whole Year,Arecanut,12806,14207,1.109401843
Kerala,KANNUR,2006,Whole Year,Banana,2728,25124,9.209677419
Kerala,KANNUR,2006,Whole Year,Black pepper,15068,3139,0.208322272
Kerala,KANNUR,2006,Whole Year,Cardamom,128,,
Kerala,KANNUR,2006,Whole Year,Cashewnut,25191,30786,1.222103132
Kerala,KANNUR,2006,Whole Year,Coconut,91393,640000000,7002.724497
Kerala,KANNUR,2006,Whole Year,Dry ginger,160,697,4.35625
Kerala,KANNUR,2006,Whole Year,Sugarcane,2,30,15
Kerala,KANNUR,2006,Whole Year,Sweet potato,40,455,11.375
Kerala,KANNUR,2006,Whole Year,Tapioca,2102,60190,28.63463368
Kerala,KANNUR,2006,Whole Year,Turmeric,163,570,3.496932515
Kerala,KANNUR,2006,Winter,Rice,4142,8522,2.057460164
Kerala,KANNUR,2007,Autumn,Rice,3470,6321,1.821613833
Kerala,KANNUR,2007,Kharif,Sesamum,3,1,0.333333333
Kerala,KANNUR,2007,Summer,Rice,121,189,1.561983471
Kerala,KANNUR,2007,Whole Year,Arecanut,11262,10605,0.941662227
Kerala,KANNUR,2007,Whole Year,Banana,2181,14353,6.580926181
Kerala,KANNUR,2007,Whole Year,Black pepper,12533,1865,0.148807149
Kerala,KANNUR,2007,Whole Year,Cardamom,128,,
Kerala,KANNUR,2007,Whole Year,Cashewnut,19366,25715,1.327842611
Kerala,KANNUR,2007,Whole Year,Coconut,82223,554000000,6737.774102
Kerala,KANNUR,2007,Whole Year,Dry ginger,95,393,4.136842105
Kerala,KANNUR,2007,Whole Year,Sugarcane,2,50,25
Kerala,KANNUR,2007,Whole Year,Sweet potato,27,307,11.37037037
Kerala,KANNUR,2007,Whole Year,Tapioca,1831,52367,28.60021846
Kerala,KANNUR,2007,Whole Year,Turmeric,138,451,3.268115942
Kerala,KANNUR,2007,Winter,Rice,3641,7601,2.087613293
Kerala,KANNUR,2008,Autumn,Rice,3723,6541,1.756916465
Kerala,KANNUR,2008,Summer,Rice,118,192,1.627118644
Kerala,KANNUR,2008,Whole Year,Arecanut,11520,14655,1.272135417
Kerala,KANNUR,2008,Whole Year,Banana,2340,18192,7.774358974
Kerala,KANNUR,2008,Whole Year,Black pepper,10211,2046,0.200372148
Kerala,KANNUR,2008,Whole Year,Cardamom,128,,
Kerala,KANNUR,2008,Whole Year,Cashewnut,19372,20757,1.071494941
Kerala,KANNUR,2008,Whole Year,Coconut,77705,500000000,6434.592369
Kerala,KANNUR,2008,Whole Year,Dry ginger,108,532,4.925925926
Kerala,KANNUR,2008,Whole Year,Sugarcane,40,7220,180.5
Kerala,KANNUR,2008,Whole Year,Sweet potato,29,330,11.37931034
Kerala,KANNUR,2008,Whole Year,Tapioca,2111,69013,32.69208906
Kerala,KANNUR,2008,Whole Year,Turmeric,141,461,3.269503546
Kerala,KANNUR,2008,Winter,Rice,3808,6904,1.81302521
Kerala,KANNUR,2009,Autumn,Rice,4098,7843,1.91386042
Kerala,KANNUR,2009,Summer,Rice,108,157,1.453703704
Kerala,KANNUR,2009,Whole Year,Arecanut,10674,13516,1.26625445
Kerala,KANNUR,2009,Whole Year,Banana,2566,18640,7.264224474
Kerala,KANNUR,2009,Whole Year,Black pepper,9631,2505,0.260097601
Kerala,KANNUR,2009,Whole Year,Cardamom,128,,
Kerala,KANNUR,2009,Whole Year,Cashewnut,19377,21595,1.114465604
Kerala,KANNUR,2009,Whole Year,Coconut,78024,479000000,6139.136676
Kerala,KANNUR,2009,Whole Year,Dry ginger,87,352,4.045977011
Kerala,KANNUR,2009,Whole Year,Sugarcane,1,150,150
Kerala,KANNUR,2009,Whole Year,Sweet potato,28,318,11.35714286
Kerala,KANNUR,2009,Whole Year,Tapioca,2083,77740,37.32117139
Kerala,KANNUR,2009,Whole Year,Turmeric,118,349,2.957627119
Kerala,KANNUR,2009,Winter,Rice,2924,5843,1.998290014
Kerala,KANNUR,2010,Autumn,Rice,3054.17,6536.19,2.14008716
Kerala,KANNUR,2010,Summer,Rice,107.51,241.64,2.247604874
Kerala,KANNUR,2010,Whole Year,Arecanut,11666.43,12018.1,1.030143754
Kerala,KANNUR,2010,Whole Year,Banana,2371.63,19283.92,8.131082842
Kerala,KANNUR,2010,Whole Year,Black pepper,9568.71,1739.63,0.181804026
Kerala,KANNUR,2010,Whole Year,Cashewnut,17294.71,22521.87,1.302240396
Kerala,KANNUR,2010,Whole Year,Coconut,76916.76,528790000,6874.834561
Kerala,KANNUR,2010,Whole Year,Dry ginger,76.61,387.11,5.052995692
Kerala,KANNUR,2010,Whole Year,Sugarcane,1.24,175.19,141.2822581
Kerala,KANNUR,2010,Whole Year,Tapioca,1818.66,64802.22,35.63184982
Kerala,KANNUR,2010,Whole Year,Turmeric,94.5,350.19,3.705714286
Kerala,KANNUR,2010,Winter,Rice,3176.82,6530.49,2.055668876
Kerala,KANNUR,2011,Autumn,Rice,2516.78,5093.77,2.023923426
Kerala,KANNUR,2011,Summer,Rice,95.92,199.38,2.078607173
Kerala,KANNUR,2011,Whole Year,Arecanut,10687.29,13925.23,1.302971099
Kerala,KANNUR,2011,Whole Year,Banana,2103.78,18292.24,8.694939585
Kerala,KANNUR,2011,Whole Year,Black pepper,4960.73,1928.49,0.388751252
Kerala,KANNUR,2011,Whole Year,Cardamom,128,,
Kerala,KANNUR,2011,Whole Year,Cashewnut,23190.1,24205.48,1.043785063
Kerala,KANNUR,2011,Whole Year,Coconut,90350.48,644511000,7133.454078
Kerala,KANNUR,2011,Whole Year,Dry ginger,76.41,360.19,4.713911792
Kerala,KANNUR,2011,Whole Year,Potato,29,330,11.37931034
Kerala,KANNUR,2011,Whole Year,Sugarcane,2.58,296.7,115
Kerala,KANNUR,2011,Whole Year,Tapioca,1775.81,68253.15,38.43493955
Kerala,KANNUR,2011,Whole Year,Turmeric,125.9,460.44,3.657188245
Kerala,KANNUR,2011,Winter,Rice,3126.88,6876.57,2.199179374
Kerala,KANNUR,2012,Autumn,Rice,3618,7926,2.190713101
Kerala,KANNUR,2012,Summer,Rice,56,101,1.803571429
Kerala,KANNUR,2012,Whole Year,Arecanut,10649,13529,1.270447929
Kerala,KANNUR,2012,Whole Year,Arhar/Tur,1,1,1
Kerala,KANNUR,2012,Whole Year,Banana,2086,17936,8.598274209
Kerala,KANNUR,2012,Whole Year,Black pepper,5018,2366,0.471502591
Kerala,KANNUR,2012,Whole Year,Blackgram,115,,
Kerala,KANNUR,2012,Whole Year,Cardamom,128,,
Kerala,KANNUR,2012,Whole Year,Cashewnut,22585,26333,1.165950852
Kerala,KANNUR,2012,Whole Year,Coconut,86818,567000000,6530.90373
Kerala,KANNUR,2012,Whole Year,Cowpea(Lobia),79,,
Kerala,KANNUR,2012,Whole Year,Drum Stick,1623,1306,0.804682686
Kerala,KANNUR,2012,Whole Year,Dry ginger,66,289,4.378787879
Kerala,KANNUR,2012,Whole Year,Horse-gram,6,,
Kerala,KANNUR,2012,Whole Year,Jack Fruit,8447,,
Kerala,KANNUR,2012,Whole Year,Mango,7797,37126,4.761574965
Kerala,KANNUR,2012,Whole Year,Moong(Green Gram),42,,
Kerala,KANNUR,2012,Whole Year,Papaya,1736,12849,7.401497696
Kerala,KANNUR,2012,Whole Year,Pineapple,113,737,6.522123894
Kerala,KANNUR,2012,Whole Year,Pump Kin,60,,
Kerala,KANNUR,2012,Whole Year,Sugarcane,4,45,11.25
Kerala,KANNUR,2012,Whole Year,Sweet potato,24,254,10.58333333
Kerala,KANNUR,2012,Whole Year,Tapioca,1751,64224,36.67846945
Kerala,KANNUR,2012,Whole Year,Turmeric,148,497,3.358108108
Kerala,KANNUR,2012,Winter,Rice,3010,6210,2.063122924
Kerala,KANNUR,2013,Autumn,Rice,2684,5908,2.20119225
Kerala,KANNUR,2013,Summer,Rice,20,46,2.3
Kerala,KANNUR,2013,Whole Year,Arecanut,9959,12103,1.215282659
Kerala,KANNUR,2013,Whole Year,Arhar/Tur,1,1,1
Kerala,KANNUR,2013,Whole Year,Banana,1986,17663,8.893756294
Kerala,KANNUR,2013,Whole Year,Black pepper,4765,1881,0.39475341
Kerala,KANNUR,2013,Whole Year,Blackgram,246,,
Kerala,KANNUR,2013,Whole Year,Cashewnut,21238,20984,0.988040305
Kerala,KANNUR,2013,Whole Year,Coconut,85063,574000000,6747.939762
Kerala,KANNUR,2013,Whole Year,Cowpea(Lobia),201,,
Kerala,KANNUR,2013,Whole Year,Drum Stick,1695,1364,0.804719764
Kerala,KANNUR,2013,Whole Year,Dry ginger,43,182,4.23255814
Kerala,KANNUR,2013,Whole Year,Horse-gram,3,,
Kerala,KANNUR,2013,Whole Year,Mango,7668,37622,4.906364111
Kerala,KANNUR,2013,Whole Year,Moong(Green Gram),32,,
Kerala,KANNUR,2013,Whole Year,Pump Kin,45,,
Kerala,KANNUR,2013,Whole Year,Sugarcane,1,9,9
Kerala,KANNUR,2013,Whole Year,Sweet potato,26,286,11
Kerala,KANNUR,2013,Whole Year,Tapioca,1553,60042,38.66194462
Kerala,KANNUR,2013,Whole Year,Turmeric,101,295,2.920792079
Kerala,KANNUR,2013,Winter,Rice,2376,5339,2.247053872
Kerala,KANNUR,2014,Autumn,Rice,2638,5905,2.238438211
Kerala,KANNUR,2014,Summer,Rice,11,25,2.272727273
Kerala,KANNUR,2014,Whole Year,Arecanut,9180,10660,1.161220044
Kerala,KANNUR,2014,Whole Year,Banana,2298,19593,8.526109661
Kerala,KANNUR,2014,Whole Year,Black pepper,4626,2146,0.463899697
Kerala,KANNUR,2014,Whole Year,Blackgram,240,,
Kerala,KANNUR,2014,Whole Year,Cashewnut,20351,18570,0.912485873
Kerala,KANNUR,2014,Whole Year,Coconut,85807,533000000,6211.614437
Kerala,KANNUR,2014,Whole Year,Cowpea(Lobia),182,,
Kerala,KANNUR,2014,Whole Year,Dry ginger,55,248,4.509090909
Kerala,KANNUR,2014,Whole Year,Horse-gram,10,,
Kerala,KANNUR,2014,Whole Year,Moong(Green Gram),65,,
Kerala,KANNUR,2014,Whole Year,Pump Kin,83,,
Kerala,KANNUR,2014,Whole Year,Sesamum,1,0.33,0.33
Kerala,KANNUR,2014,Whole Year,Sugarcane,3.43,46,13.41107872
Kerala,KANNUR,2014,Whole Year,Sweet potato,32,353,11.03125
Kerala,KANNUR,2014,Whole Year,Tapioca,2127,85880,40.3761166
Kerala,KANNUR,2014,Whole Year,Turmeric,135,479,3.548148148
Kerala,KANNUR,2014,Winter,Rice,2306,5234,2.269731136
Kerala,KASARAGOD,1997,Whole Year,Arecanut,9170,13737,1.498037077
Kerala,KASARAGOD,1997,Whole Year,Black pepper,3947,793,0.200912085
Kerala,KASARAGOD,1997,Whole Year,Cashewnut,13643,9487,0.695374918
Kerala,KASARAGOD,1997,Whole Year,Coconut,41011,227000,5.535100339
Kerala,KASARAGOD,1997,Whole Year,Tapioca,493,10554,21.40770791
Kerala,KASARAGOD,1998,Autumn,Rice,4806,10048,2.090719933
Kerala,KASARAGOD,1998,Summer,Rice,261,366,1.402298851
Kerala,KASARAGOD,1998,Whole Year,Arecanut,10832,17899,1.652418759
Kerala,KASARAGOD,1998,Whole Year,Banana,727,9427,12.96698762
Kerala,KASARAGOD,1998,Whole Year,Black pepper,6199,1287,0.207614131
Kerala,KASARAGOD,1998,Whole Year,Cardamom,515,,
Kerala,KASARAGOD,1998,Whole Year,Cashewnut,21801,6605,0.302967754
Kerala,KASARAGOD,1998,Whole Year,Coconut,48596,337000000,6934.727138
Kerala,KASARAGOD,1998,Whole Year,Dry chillies,138,129,0.934782609
Kerala,KASARAGOD,1998,Whole Year,Dry ginger,46,182,3.956521739
Kerala,KASARAGOD,1998,Whole Year,Sugarcane,2,40,20
Kerala,KASARAGOD,1998,Whole Year,Sweet potato,116,2116,18.24137931
Kerala,KASARAGOD,1998,Whole Year,Tapioca,1092,27847,25.50091575
Kerala,KASARAGOD,1998,Whole Year,Tobacco,41,228,5.56097561
Kerala,KASARAGOD,1998,Whole Year,Turmeric,39,67,1.717948718
Kerala,KASARAGOD,1998,Winter,Rice,2941,5617,1.909894594
Kerala,KASARAGOD,1999,Autumn,Rice,4749,9280,1.954095599
Kerala,KASARAGOD,1999,Kharif,Sesamum,26,14,0.538461538
Kerala,KASARAGOD,1999,Summer,Rice,217,426,1.963133641
Kerala,KASARAGOD,1999,Whole Year,Arecanut,12738,25032,1.965143665
Kerala,KASARAGOD,1999,Whole Year,Banana,792,8778,11.08333333
Kerala,KASARAGOD,1999,Whole Year,Black pepper,7051,1568,0.222379804
Kerala,KASARAGOD,1999,Whole Year,Cardamom,515,1,0.001941748
Kerala,KASARAGOD,1999,Whole Year,Cashewnut,19962,10530,0.527502254
Kerala,KASARAGOD,1999,Whole Year,Coconut,56183,364000000,6478.828115
Kerala,KASARAGOD,1999,Whole Year,Dry chillies,149,139,0.932885906
Kerala,KASARAGOD,1999,Whole Year,Dry ginger,129,495,3.837209302
Kerala,KASARAGOD,1999,Whole Year,Sugarcane,2,70,35
Kerala,KASARAGOD,1999,Whole Year,Sweet potato,78,1423,18.24358974
Kerala,KASARAGOD,1999,Whole Year,Tapioca,1280,25479,19.90546875
Kerala,KASARAGOD,1999,Whole Year,Tobacco,44,245,5.568181818
Kerala,KASARAGOD,1999,Whole Year,Turmeric,70,120,1.714285714
Kerala,KASARAGOD,1999,Winter,Rice,3420,6290,1.839181287
Kerala,KASARAGOD,2000,Autumn,Rice,5200,9978,1.918846154
Kerala,KASARAGOD,2000,Kharif,Sesamum,4,,
Kerala,KASARAGOD,2000,Summer,Rice,285,514,1.803508772
Kerala,KASARAGOD,2000,Whole Year,Arecanut,13515,26359,1.950351461
Kerala,KASARAGOD,2000,Whole Year,Banana,983,8493,8.639877925
Kerala,KASARAGOD,2000,Whole Year,Black pepper,6229,1226,0.19682132
Kerala,KASARAGOD,2000,Whole Year,Cardamom,515,,
Kerala,KASARAGOD,2000,Whole Year,Cashewnut,20448,18415,0.900577074
Kerala,KASARAGOD,2000,Whole Year,Coconut,59073,469000000,7939.329304
Kerala,KASARAGOD,2000,Whole Year,Dry ginger,139,444,3.194244604
Kerala,KASARAGOD,2000,Whole Year,Sugarcane,3,110,36.66666667
Kerala,KASARAGOD,2000,Whole Year,Sweet potato,66,1204,18.24242424
Kerala,KASARAGOD,2000,Whole Year,Tapioca,1373,27755,20.21485798
Kerala,KASARAGOD,2000,Whole Year,Tobacco,213,1186,5.568075117
Kerala,KASARAGOD,2000,Whole Year,Turmeric,87,186,2.137931034
Kerala,KASARAGOD,2000,Winter,Rice,3673,6992,1.903621018
Kerala,KASARAGOD,2001,Autumn,Rice,4602,10052,2.18426771
Kerala,KASARAGOD,2001,Kharif,Jowar,2,1,0.5
Kerala,KASARAGOD,2001,Summer,Rice,195,326,1.671794872
Kerala,KASARAGOD,2001,Whole Year,Arecanut,14579,21813,1.496193155
Kerala,KASARAGOD,2001,Whole Year,Banana,750,6442,8.589333333
Kerala,KASARAGOD,2001,Whole Year,Black pepper,6478,1376,0.212411238
Kerala,KASARAGOD,2001,Whole Year,Cardamom,515,,
Kerala,KASARAGOD,2001,Whole Year,Cashewnut,19936,21996,1.103330658
Kerala,KASARAGOD,2001,Whole Year,Coconut,57285,438000000,7645.980623
Kerala,KASARAGOD,2001,Whole Year,Dry ginger,158,591,3.740506329
Kerala,KASARAGOD,2001,Whole Year,Rubber,22348,24125,1.079514945
Kerala,KASARAGOD,2001,Whole Year,Sweet potato,107,1952,18.24299065
Kerala,KASARAGOD,2001,Whole Year,Tapioca,1326,30136,22.72699849
Kerala,KASARAGOD,2001,Whole Year,Tobacco,71,395,5.563380282
Kerala,KASARAGOD,2001,Whole Year,Turmeric,89,223,2.505617978
Kerala,KASARAGOD,2001,Winter,Rice,2616,5259,2.010321101
Kerala,KASARAGOD,2002,Autumn,Rice,4408,10094,2.289927405
Kerala,KASARAGOD,2002,Summer,Rice,148,250,1.689189189
Kerala,KASARAGOD,2002,Whole Year,Arecanut,15183,30363,1.999802411
Kerala,KASARAGOD,2002,Whole Year,Banana,764,7690,10.06544503
Kerala,KASARAGOD,2002,Whole Year,Bhindi,29,0,0
Kerala,KASARAGOD,2002,Whole Year,Bitter Gourd,41,0,0
Kerala,KASARAGOD,2002,Whole Year,Black pepper,6948,2052,0.295336788
Kerala,KASARAGOD,2002,Whole Year,Brinjal,10,0,0
Kerala,KASARAGOD,2002,Whole Year,Cardamom,515,,
Kerala,KASARAGOD,2002,Whole Year,Cashewnut,20218,20737,1.025670195
Kerala,KASARAGOD,2002,Whole Year,Cashewnut Raw,20218,20737,1.025670195
Kerala,KASARAGOD,2002,Whole Year,Coconut,56236,409000000,7272.92126
Kerala,KASARAGOD,2002,Whole Year,Drum Stick,687,1028,1.49636099
Kerala,KASARAGOD,2002,Whole Year,Dry ginger,147,545,3.707482993
Kerala,KASARAGOD,2002,Whole Year,Jack Fruit,2745,12,0.004371585
Kerala,KASARAGOD,2002,Whole Year,Mango,3041,15692,5.160144689
Kerala,KASARAGOD,2002,Whole Year,Other Fresh Fruits,650,0,0
Kerala,KASARAGOD,2002,Whole Year,other oilseeds,50,0,0
Kerala,KASARAGOD,2002,Whole Year,Other Vegetables,1075,0,0
Kerala,KASARAGOD,2002,Whole Year,Papaya,636,3914,6.15408805
Kerala,KASARAGOD,2002,Whole Year,Pineapple,88,774,8.795454545
Kerala,KASARAGOD,2002,Whole Year,Rubber,22420,25795,1.150535236
Kerala,KASARAGOD,2002,Whole Year,Snak Guard,5,0,0
Kerala,KASARAGOD,2002,Whole Year,Sugarcane,6,220,36.66666667
Kerala,KASARAGOD,2002,Whole Year,Sweet potato,175,3193,18.24571429
Kerala,KASARAGOD,2002,Whole Year,Tapioca,1148,27417,23.88240418
Kerala,KASARAGOD,2002,Whole Year,Tobacco,90,501,5.566666667
Kerala,KASARAGOD,2002,Whole Year,Turmeric,68,162,2.382352941
Kerala,KASARAGOD,2002,Winter,Rice,2640,5300,2.007575758
Kerala,KASARAGOD,2003,Autumn,Rice,3756,9315,2.480031949
Kerala,KASARAGOD,2003,Kharif,Jowar,3,1,0.333333333
Kerala,KASARAGOD,2003,Kharif,Small millets,5,3,0.6
Kerala,KASARAGOD,2003,Summer,Rice,73,109,1.493150685
Kerala,KASARAGOD,2003,Whole Year,Arecanut,15832,29577,1.868178373
Kerala,KASARAGOD,2003,Whole Year,Banana,717,7272,10.14225941
Kerala,KASARAGOD,2003,Whole Year,Bhindi,54,0,0
Kerala,KASARAGOD,2003,Whole Year,Bitter Gourd,61,0,0
Kerala,KASARAGOD,2003,Whole Year,Black pepper,7371,2136,0.28978429
Kerala,KASARAGOD,2003,Whole Year,Brinjal,11,0,0
Kerala,KASARAGOD,2003,Whole Year,Cardamom,368,1,0.002717391
Kerala,KASARAGOD,2003,Whole Year,Cashewnut,19389,21346,1.100933519
Kerala,KASARAGOD,2003,Whole Year,Coconut,57811,419000000,7247.755617
Kerala,KASARAGOD,2003,Whole Year,Drum Stick,718,1077,1.5
Kerala,KASARAGOD,2003,Whole Year,Dry ginger,116,423,3.646551724
Kerala,KASARAGOD,2003,Whole Year,Jack Fruit,2819,13,0.004611564
Kerala,KASARAGOD,2003,Whole Year,Mango,3148,18568,5.898348158
Kerala,KASARAGOD,2003,Whole Year,Other Fresh Fruits,582,0,0
Kerala,KASARAGOD,2003,Whole Year,Other Vegetables,1071,0,0
Kerala,KASARAGOD,2003,Whole Year,Papaya,665,4090,6.15037594
Kerala,KASARAGOD,2003,Whole Year,Pineapple,114,852,7.473684211
Kerala,KASARAGOD,2003,Whole Year,Snak Guard,2,0,0
Kerala,KASARAGOD,2003,Whole Year,Sugarcane,1,40,40
Kerala,KASARAGOD,2003,Whole Year,Sweet potato,182,3320,18.24175824
Kerala,KASARAGOD,2003,Whole Year,Tapioca,757,18629,24.60898283
Kerala,KASARAGOD,2003,Whole Year,Tobacco,76,423,5.565789474
Kerala,KASARAGOD,2003,Whole Year,Turmeric,68,153,2.25
Kerala,KASARAGOD,2003,Winter,Rice,2434,4963,2.039030403
Kerala,KASARAGOD,2004,Autumn,Rice,3059,7270,2.376593658
Kerala,KASARAGOD,2004,Kharif,Other Cereals & Millets,1,1,1
Kerala,KASARAGOD,2004,Summer,Rice,92,175,1.902173913
Kerala,KASARAGOD,2004,Whole Year,Arecanut,17432,31702,1.818609454
Kerala,KASARAGOD,2004,Whole Year,Banana,780,6507,8.342307692
Kerala,KASARAGOD,2004,Whole Year,Black pepper,6876,2015,0.293048284
Kerala,KASARAGOD,2004,Whole Year,Cardamom,367,1,0.002724796
Kerala,KASARAGOD,2004,Whole Year,Cashewnut,18341,17208,0.938225833
